"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","Marketing_Airline_Network","Operated_or_Branded_Code_Share_Partners","DOT_ID_Marketing_Airline","IATA_Code_Marketing_Airline","Flight_Number_Marketing_Airline","Originally_Scheduled_Code_Share_Airline","DOT_ID_Originally_Scheduled_Code_Share_Airline","IATA_Code_Originally_Scheduled_Code_Share_Airline","Flight_Num_Originally_Scheduled_Code_Share_Airline","Operating_Airline","DOT_ID_Operating_Airline","IATA_Code_Operating_Airline","Tail_Number","Flight_Number_Operating_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum","Duplicate",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2127","",,"","","DL",19790,"DL","N335DN","2127",11697,1169706,32467,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,12478,1247805,31703,"JFK","New York, NY","NY","36","New York",22,"1550","1623",33.00,33.00,1.00,2,"1500-1559",12.00,"1635","1841",7.00,"1844","1848",4.00,4.00,0.00,0,"1800-1859",0.00,"",0.00,174.00,145.00,126.00,1.00,1069.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2127","",,"","","DL",19790,"DL","N335DN","2127",12478,1247805,31703,"JFK","New York, NY","NY","36","New York",22,11697,1169706,32467,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,"1140","1138",-2.00,0.00,0.00,-1,"1100-1159",16.00,"1154","1435",7.00,"1440","1442",2.00,2.00,0.00,0,"1400-1459",0.00,"",0.00,180.00,184.00,161.00,1.00,1069.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2128","",,"","","DL",19790,"DL","N112DN","2128",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14122,1412202,30198,"PIT","Pittsburgh, PA","PA","42","Pennsylvania",23,"1050","1121",31.00,31.00,1.00,2,"1000-1059",13.00,"1134","1245",4.00,"1230","1249",19.00,19.00,1.00,1,"1200-1259",0.00,"",0.00,100.00,88.00,71.00,1.00,526.00,3,0.00,0.00,0.00,0.00,19.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2128","",,"","","DL",19790,"DL","N112DN","2128",14122,1412202,30198,"PIT","Pittsburgh, PA","PA","42","Pennsylvania",23,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1340","1345",5.00,5.00,0.00,0,"1300-1359",8.00,"1353","1520",7.00,"1528","1527",-1.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,108.00,102.00,87.00,1.00,526.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2129","",,"","","DL",19790,"DL","N343DN","2129",13303,1330303,32467,"MIA","Miami, FL","FL","12","Florida",33,12478,1247805,31703,"JFK","New York, NY","NY","36","New York",22,"1122","1131",9.00,9.00,0.00,0,"1100-1159",20.00,"1151","1400",7.00,"1419","1407",-12.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,177.00,156.00,129.00,1.00,1089.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2130","",,"","","DL",19790,"DL","N125DN","2130",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1315","1315",0.00,0.00,0.00,0,"1300-1359",12.00,"1327","1511",7.00,"1544","1518",-26.00,0.00,0.00,-2,"1500-1559",0.00,"",0.00,209.00,183.00,164.00,1.00,1276.00,6,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2131","",,"","","DL",19790,"DL","N583NW","2131",11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,15304,1530402,33195,"TPA","Tampa, FL","FL","12","Florida",33,"0700","0659",-1.00,0.00,0.00,-1,"0700-0759",33.00,"0732","0952",6.00,"0953","0958",5.00,5.00,0.00,0,"0900-0959",0.00,"",0.00,173.00,179.00,140.00,1.00,983.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2131","",,"","","DL",19790,"DL","N583NW","2131",15304,1530402,33195,"TPA","Tampa, FL","FL","12","Florida",33,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"1118","1117",-1.00,0.00,0.00,-1,"1100-1159",13.00,"1130","1333",15.00,"1400","1348",-12.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,162.00,151.00,123.00,1.00,983.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2132","",,"","","DL",19790,"DL","N106DU","2132",14679,1467903,33570,"SAN","San Diego, CA","CA","06","California",91,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,"1911","1925",14.00,14.00,0.00,0,"1900-1959",15.00,"1940","2212",4.00,"2210","2216",6.00,6.00,0.00,0,"2200-2259",0.00,"",0.00,119.00,111.00,92.00,1.00,626.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2132","",,"","","DL",19790,"DL","N106DU","2132",14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,14679,1467903,33570,"SAN","San Diego, CA","CA","06","California",91,"1715","1737",22.00,22.00,1.00,1,"1700-1759",17.00,"1754","1820",4.00,"1811","1824",13.00,13.00,0.00,0,"1800-1859",0.00,"",0.00,116.00,107.00,86.00,1.00,626.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2133","",,"","","DL",19790,"DL","N6713Y","2133",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14635,1463502,31714,"RSW","Fort Myers, FL","FL","12","Florida",33,"0820","0810",-10.00,0.00,0.00,-1,"0800-0859",19.00,"0829","0943",4.00,"1001","0947",-14.00,0.00,0.00,-1,"1000-1059",0.00,"",0.00,101.00,97.00,74.00,1.00,515.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2133","",,"","","DL",19790,"DL","N6713Y","2133",14635,1463502,31714,"RSW","Fort Myers, FL","FL","12","Florida",33,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1111","1109",-2.00,0.00,0.00,-1,"1100-1159",9.00,"1118","1235",11.00,"1301","1246",-15.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,110.00,97.00,77.00,1.00,515.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2134","",,"","","DL",19790,"DL","N367DN","2134",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,10423,1042302,30423,"AUS","Austin, TX","TX","48","Texas",74,"1220","1217",-3.00,0.00,0.00,-1,"1200-1259",13.00,"1230","1340",4.00,"1351","1344",-7.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,151.00,147.00,130.00,1.00,813.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2134","",,"","","DL",19790,"DL","N367DN","2134",10423,1042302,30423,"AUS","Austin, TX","TX","48","Texas",74,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1501","1455",-6.00,0.00,0.00,-1,"1500-1559",9.00,"1504","1751",8.00,"1806","1759",-7.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,125.00,124.00,107.00,1.00,813.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2135","",,"","","DL",19790,"DL","N3750D","2135",10529,1052906,30529,"BDL","Hartford, CT","CT","09","Connecticut",11,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0720","0713",-7.00,0.00,0.00,-1,"0700-0759",15.00,"0728","0954",6.00,"1001","1000",-1.00,0.00,0.00,-1,"1000-1059",0.00,"",0.00,161.00,167.00,146.00,1.00,859.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2136","",,"","","DL",19790,"DL","N393DN","2136",12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"2145","2139",-6.00,0.00,0.00,-1,"2100-2159",9.00,"2148","2233",5.00,"2258","2238",-20.00,0.00,0.00,-2,"2200-2259",0.00,"",0.00,73.00,59.00,45.00,1.00,236.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2137","",,"","","DL",19790,"DL","N126DU","2137",11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,10721,1072102,30721,"BOS","Boston, MA","MA","25","Massachusetts",13,"0700","0716",16.00,16.00,1.00,1,"0700-0759",11.00,"0727","0859",9.00,"0913","0908",-5.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,133.00,112.00,92.00,1.00,752.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2139","",,"","","DL",19790,"DL","N118DY","2139",13204,1320402,31454,"MCO","Orlando, FL","FL","12","Florida",33,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"0830","0824",-6.00,0.00,0.00,-1,"0800-0859",16.00,"0840","1043",6.00,"1109","1049",-20.00,0.00,0.00,-2,"1100-1159",0.00,"",0.00,159.00,145.00,123.00,1.00,957.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2141","",,"","","DL",19790,"DL","N879DN","2141",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14492,1449202,34492,"RDU","Raleigh/Durham, NC","NC","37","North Carolina",36,"2050","2047",-3.00,0.00,0.00,-1,"2000-2059",14.00,"2101","2156",3.00,"2212","2159",-13.00,0.00,0.00,-1,"2200-2259",0.00,"",0.00,82.00,72.00,55.00,1.00,356.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2142","",,"","","DL",19790,"DL","N854DN","2142",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,11066,1106606,31066,"CMH","Columbus, OH","OH","39","Ohio",44,"1845","1842",-3.00,0.00,0.00,-1,"1800-1859",11.00,"1853","1956",6.00,"2015","2002",-13.00,0.00,0.00,-1,"2000-2059",0.00,"",0.00,90.00,80.00,63.00,1.00,447.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2144","",,"","","DL",19790,"DL","N581NW","2144",13204,1320402,31454,"MCO","Orlando, FL","FL","12","Florida",33,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"1605","1611",6.00,6.00,0.00,0,"1600-1659",13.00,"1624","1824",28.00,"1834","1852",18.00,18.00,1.00,1,"1800-1859",0.00,"",0.00,209.00,221.00,180.00,1.00,1310.00,6,6.00,0.00,12.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2145","",,"","","DL",19790,"DL","N378DN","2145",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14027,1402702,34027,"PBI","West Palm Beach/Palm Beach, FL","FL","12","Florida",33,"2005","1959",-6.00,0.00,0.00,-1,"2000-2059",12.00,"2011","2132",3.00,"2146","2135",-11.00,0.00,0.00,-1,"2100-2159",0.00,"",0.00,101.00,96.00,81.00,1.00,545.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2146","",,"","","DL",19790,"DL","N927DZ","2146",11697,1169706,32467,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"1859","1852",-7.00,0.00,0.00,-1,"1800-1859",10.00,"1902","2119",17.00,"2155","2136",-19.00,0.00,0.00,-2,"2100-2159",0.00,"",0.00,236.00,224.00,197.00,1.00,1487.00,6,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2147","",,"","","DL",19790,"DL","N927DZ","2147",11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"0900","0856",-4.00,0.00,0.00,-1,"0900-0959",27.00,"0923","1201",4.00,"1202","1205",3.00,3.00,0.00,0,"1200-1259",0.00,"",0.00,122.00,129.00,98.00,1.00,680.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2148","",,"","","DL",19790,"DL","N3736C","2148",12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"0719","0712",-7.00,0.00,0.00,-1,"0700-0759",12.00,"0724","0939",6.00,"1010","0945",-25.00,0.00,0.00,-2,"1000-1059",0.00,"",0.00,171.00,153.00,135.00,1.00,867.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2149","",,"","","DL",19790,"DL","N870DN","2149",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,10529,1052906,30529,"BDL","Hartford, CT","CT","09","Connecticut",11,"2002","2011",9.00,9.00,0.00,0,"2000-2059",14.00,"2025","2328",7.00,"2337","2335",-2.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,155.00,144.00,123.00,1.00,1050.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2150","",,"","","DL",19790,"DL","N674DL","2150",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,15304,1530402,33195,"TPA","Tampa, FL","FL","12","Florida",33,"1115","1115",0.00,0.00,0.00,0,"1100-1159",23.00,"1138","1243",4.00,"1248","1247",-1.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,93.00,92.00,65.00,1.00,406.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2150","",,"","","DL",19790,"DL","N674DL","2150",15304,1530402,33195,"TPA","Tampa, FL","FL","12","Florida",33,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1412","1409",-3.00,0.00,0.00,-1,"1400-1459",13.00,"1422","1527",22.00,"1545","1549",4.00,4.00,0.00,0,"1500-1559",0.00,"",0.00,93.00,100.00,65.00,1.00,406.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2151","",,"","","DL",19790,"DL","N317DN","2151",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,11986,1198603,31986,"GRR","Grand Rapids, MI","MI","26","Michigan",43,"0922","0923",1.00,1.00,0.00,0,"0900-0959",11.00,"0934","1101",4.00,"1121","1105",-16.00,0.00,0.00,-2,"1100-1159",0.00,"",0.00,119.00,102.00,87.00,1.00,640.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2151","",,"","","DL",19790,"DL","N317DN","2151",11986,1198603,31986,"GRR","Grand Rapids, MI","MI","26","Michigan",43,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1231","1230",-1.00,0.00,0.00,-1,"1200-1259",29.00,"1259","1439",6.00,"1433","1445",12.00,12.00,0.00,0,"1400-1459",0.00,"",0.00,122.00,135.00,100.00,1.00,640.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2152","",,"","","DL",19790,"DL","N387DA","2152",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,15624,1562404,31504,"VPS","Valparaiso, FL","FL","12","Florida",33,"0943","0954",11.00,11.00,0.00,0,"0900-0959",18.00,"1012","0957",16.00,"0950","1013",23.00,23.00,1.00,1,"0900-0959",0.00,"",0.00,67.00,79.00,45.00,1.00,250.00,2,11.00,0.00,12.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2152","",,"","","DL",19790,"DL","N387DA","2152",15624,1562404,31504,"VPS","Valparaiso, FL","FL","12","Florida",33,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1050","1051",1.00,1.00,0.00,0,"1000-1059",20.00,"1111","1256",7.00,"1305","1303",-2.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,75.00,72.00,45.00,1.00,250.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2153","",,"","","DL",19790,"DL","N116DU","2153",14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,14683,1468305,33214,"SAT","San Antonio, TX","TX","48","Texas",74,"2058","2109",11.00,11.00,0.00,0,"2000-2059",14.00,"2123","0035",6.00,"0041","0041",0.00,0.00,0.00,0,"0001-0559",0.00,"",0.00,163.00,152.00,132.00,1.00,1087.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2154","",,"","","DL",19790,"DL","N821DN","2154",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,"1555","1624",29.00,29.00,1.00,1,"1500-1559",20.00,"1644","1719",12.00,"1713","1731",18.00,18.00,1.00,1,"1700-1759",0.00,"",0.00,138.00,127.00,95.00,1.00,680.00,3,12.00,0.00,0.00,0.00,6.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2155","",,"","","DL",19790,"DL","N309US","2155",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,"0810","0805",-5.00,0.00,0.00,-1,"0800-0859",12.00,"0817","0906",5.00,"0930","0911",-19.00,0.00,0.00,-2,"0900-0959",0.00,"",0.00,140.00,126.00,109.00,1.00,692.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2155","",,"","","DL",19790,"DL","N309US","2155",13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1040","1038",-2.00,0.00,0.00,-1,"1000-1059",8.00,"1046","1315",5.00,"1331","1320",-11.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,111.00,102.00,89.00,1.00,692.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2156","",,"","","DL",19790,"DL","N893AT","2156",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,12992,1299206,32600,"LIT","Little Rock, AR","AR","05","Arkansas",71,"1345","1342",-3.00,0.00,0.00,-1,"1300-1359",10.00,"1352","1410",4.00,"1421","1414",-7.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,96.00,92.00,78.00,1.00,453.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2157","",,"","","DL",19790,"DL","N544US","2157",13204,1320402,31454,"MCO","Orlando, FL","FL","12","Florida",33,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"1829","1823",-6.00,0.00,0.00,-1,"1800-1859",16.00,"1839","2043",44.00,"2104","2127",23.00,23.00,1.00,1,"2100-2159",0.00,"",0.00,215.00,244.00,184.00,1.00,1310.00,6,0.00,0.00,23.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2157","",,"","","DL",19790,"DL","N544US","2157",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,13204,1320402,31454,"MCO","Orlando, FL","FL","12","Florida",33,"1305","1303",-2.00,0.00,0.00,-1,"1300-1359",9.00,"1312","1659",11.00,"1718","1710",-8.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,193.00,187.00,167.00,1.00,1310.00,6,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2158","",,"","","DL",19790,"DL","N109DN","2158",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14027,1402702,34027,"PBI","West Palm Beach/Palm Beach, FL","FL","12","Florida",33,"2315","2310",-5.00,0.00,0.00,-1,"2300-2359",14.00,"2324","0041",5.00,"0057","0046",-11.00,0.00,0.00,-1,"0001-0559",0.00,"",0.00,102.00,96.00,77.00,1.00,545.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2159","",,"","","DL",19790,"DL","N607AT","2159",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,12217,1221702,30255,"HSV","Huntsville, AL","AL","01","Alabama",51,"1417","1414",-3.00,0.00,0.00,-1,"1400-1459",12.00,"1426","1358",4.00,"1412","1402",-10.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,55.00,48.00,32.00,1.00,151.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
2022,1,1,6,4,2022-01-06,"DL","DL",19790,"DL","2159","",,"","","DL",19790,"DL","N607AT","2159",12217,1221702,30255,"HSV","Huntsville, AL","AL","01","Alabama",51,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1507","1459",-8.00,0.00,0.00,-1,"1500-1559",10.00,"1509","1642",12.00,"1705","1654",-11.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,58.00,55.00,33.00,1.00,151.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","N",
